time	V(compout)	V(input)	V(out)	V(n003)	Ix(U5:In+)
2.766500000000000e-09	1.433189e-01	-6.030886e-02	-9.488018e-07	-1.000000e-02	-8.791611e-08
2.766550000000000e-09	1.433188e-01	-6.056909e-02	-9.488018e-07	-1.000000e-02	-8.617329e-08
2.766650000000000e-09	1.433188e-01	-6.196214e-02	-9.488018e-07	-1.000000e-02	-7.820569e-08
2.766850000000000e-09	1.433186e-01	-6.755096e-02	-9.488018e-07	-1.000000e-02	-5.264582e-08
2.767000000000000e-09	1.433185e-01	-7.369339e-02	-9.488018e-07	-1.000000e-02	-3.055023e-08
2.767040000000000e-09	1.433185e-01	-7.565180e-02	-9.488018e-07	-1.000000e-02	-2.644083e-08
2.767120000000000e-09	1.433184e-01	-7.899697e-02	-9.488018e-07	-1.000000e-02	-2.058504e-08
2.767280000000000e-09	1.433183e-01	-8.337916e-02	-9.488018e-07	-1.000000e-02	-1.451092e-08
2.767500000000000e-09	1.433181e-01	-8.641374e-02	-9.488018e-07	-1.000000e-02	-1.114924e-08
2.768000000000000e-09	1.433178e-01	-8.450551e-02	-9.488018e-07	-1.000000e-02	-1.296686e-08
2.768039999999999e-09	1.433177e-01	-8.501493e-02	-9.488018e-07	-1.000000e-02	-1.247268e-08
2.768119999999999e-09	1.433177e-01	-8.751303e-02	-9.488018e-07	-1.000000e-02	-1.061759e-08
2.768279999999997e-09	1.433176e-01	-9.726361e-02	-9.488017e-07	-1.000000e-02	-5.625372e-09
2.768400000000000e-09	1.433175e-01	-1.078879e-01	-9.488017e-07	-1.000000e-02	-2.086243e-09
2.768410000000000e-09	1.433174e-01	-1.089128e-01	-9.488017e-07	-1.000000e-02	-1.935491e-09
2.768430000000000e-09	1.433174e-01	-1.105895e-01	-9.488017e-07	-1.000000e-02	-1.710324e-09
2.768470000000000e-09	1.433174e-01	-1.127412e-01	-9.488017e-07	-1.000000e-02	-1.451855e-09
2.768500000000000e-09	1.433174e-01	-1.135164e-01	-9.488017e-07	-1.000000e-02	-1.366308e-09
2.768556000000000e-09	1.433173e-01	-1.132266e-01	-9.488017e-07	-1.000000e-02	-1.396124e-09
2.768620000000000e-09	1.433173e-01	-1.128965e-01	-9.488017e-07	-1.000000e-02	-1.431143e-09
2.768748000000000e-09	1.433172e-01	-1.122404e-01	-9.488017e-07	-1.000000e-02	-1.504313e-09
2.769004000000000e-09	1.433170e-01	-1.109442e-01	-9.488017e-07	-1.000000e-02	-1.664071e-09
2.769516000000001e-09	1.433166e-01	-1.084137e-01	-9.488017e-07	-1.000000e-02	-2.044992e-09
2.770540000000001e-09	1.433159e-01	-1.035892e-01	-9.488017e-07	-1.000000e-02	-3.126045e-09
2.772588000000002e-09	1.433144e-01	-9.480185e-02	-9.488016e-07	-1.000000e-02	-7.358902e-09
2.776684000000003e-09	1.433115e-01	-7.937082e-02	-9.488015e-07	-1.000000e-02	-2.446137e-08
2.780000000000000e-09	1.433091e-01	-6.832789e-02	-9.488015e-07	-1.000000e-02	-4.672205e-08
2.780010000000000e-09	1.433091e-01	-6.861200e-02	-9.488015e-07	-1.000000e-02	-4.570311e-08
2.780030000000000e-09	1.433091e-01	-6.988358e-02	-9.488015e-07	-1.000000e-02	-4.173236e-08
2.780070000000000e-09	1.433091e-01	-7.469162e-02	-9.488015e-07	-1.000000e-02	-2.945362e-08
2.780100000000000e-09	1.433090e-01	-7.987815e-02	-9.488015e-07	-1.000000e-02	-1.870987e-08
2.780124000000000e-09	1.433090e-01	-8.516322e-02	-9.488015e-07	-1.000000e-02	-1.272624e-08
2.780156000000000e-09	1.433090e-01	-9.157325e-02	-9.488015e-07	-1.000000e-02	-8.192600e-09
2.780220000000000e-09	1.433090e-01	-1.021081e-01	-9.488015e-07	-1.000000e-02	-4.048059e-09
2.780348000000000e-09	1.433089e-01	-1.160443e-01	-9.488015e-07	-1.000000e-02	-1.404360e-09
2.780500000000000e-09	1.433088e-01	-1.248630e-01	-9.488015e-07	-1.000000e-02	-6.109614e-10
2.780613371428571e-09	1.433087e-01	-1.242252e-01	-9.488015e-07	-1.000000e-02	-6.378057e-10
2.780726742857143e-09	1.433086e-01	-1.235919e-01	-9.488015e-07	-1.000000e-02	-6.664529e-10
2.780840114285715e-09	1.433085e-01	-1.229631e-01	-9.488015e-07	-1.000000e-02	-6.969030e-10
2.780953485714286e-09	1.433085e-01	-1.223387e-01	-9.488015e-07	-1.000000e-02	-7.291560e-10
